name,reviews
University of San Francisco,"['The University of San Francisco, anchored at 2130 Fulton Street, is frequently highlighted in my social and professional circles as a premier bastion of Jesuit education, where the ""Change the World from Here"" motto is substantively reflected in its rigorous social sciences and nursing programs. From numerous dialogues with alumni and community partners, it is evident that USF provides an intellectually vibrant yet deeply ethical environment, often praised by my acquaintances for its unique ability to combine world-class academic standards with a profound, respectful focus on social justice and urban engagement. It is truly heartening to observe how the institution maintains such a transparent dedication to holistic student development, a quality that is widely recognized as a catalyst for the impressive professional integrity of its graduates within the competitive Bay Area landscape. Ultimately, in the general consensus of informed San Franciscans, the university stands as a distinguished hallmark of moral and academic leadership, rightfully respected for its elegant ability to cultivate a diverse student body that is as merytorically proficient as it is compassionate.', 'EVERYONE.... from the students to the staff treated us with the highest self regard and always offered their help. Security treated us like human beings and I had several fruitful conversations with strangers all over campus during ""move-in day "".  USF!', ""The University of San Francisco (USFCA) has been instrumental in shaping my academic and personal journey. The experience I gained here is truly invaluable. USFCA not only provided me with knowledge but also fostered progressive thinking and personal growth. The professors were exceptional, and the staff, especially shout out to literally everyone at the Career Services department who provided invaluable support. Although I've contemporarily moved to Vietnam, I am forever grateful for the opportunities and relationships I developed at USFCA."", 'Great campus and grounds to walk. Nice easy elevation gain with beautiful landscaping.  Neighborhood has nice architecture & homes to walk as well.', 'Beautiful campus\nLocated across from the Golden Gate Park, the University of San Francisco is one of the must-visit spots in your SF trip.']"
San Joaquin Delta College,"[""I always enjoy Delta. You can never feel like an outcast. It is a melting pot where most people are helpful and supportive. There are a few bad apples of course. The younger one's straight from highschool with kid mentalities. If you have disabilities there are places to aid you and lots of people willing to help. The culinary cuisine is always tempting, but unfortunately since COVID the cafeteria has been closed and it had incredible breakfast burritos and more. Now they have gas station food and the thriving Java Juice with Starbucks coffee. Classes a great, Professor's are very understanding and supportive and the clubs are incredible. Danner Hall, (The food court/rec room is awesome. Couch, chairs and a TV to hook up gaming consoles to play as well as having tournaments. They have a great Police force, excluding one who sped through a crosswalk I was about to cross. But even the groundskeepers are super nice. I easily recommend taking a class or two, or three. Lastly, as a student you have the opportunity to go once a week to the student pantry where they let you get limited food items to help during the week. Also, once a month they have a farmers market that gives out a variety of goods in the Shima 2 parking lot. Check the student pantry for more details. Delta also has 3 Theaters. And one in particular is the Alfred Muller Theater where I filmed a play for him just before he passed away. Great man. There is so much more I can say, but I recommend checking it out for yourself. All (respectful people) are welcome. In N Out is right across the street too. So... Why wait. Go get enrolled."", ""This place is a damn maze. No signs to point you in what direction to get to your destination. Police staffs are not friendly and not helpful at all. If you're a first time student. I highly recommend you to explore the campus beforehand so you'll know which parking lot you'll be at and where your class building is located."", ""I've attended delta (6 months) for only 1 reason, becuase it was closer to my home, however during the time I applied to delta it was covid time. Everything was told to be done digitally. now its 2026, yet they've havn't solved my problem. They say that you can walk in on wednesdays to meet with a counselor but when I showed up they told me all appointments were books at 8:30 am and that they have walk-ins for the 2 weeks startinng next week. Fast forwarding to the week, I call the counseling department at broad daylight but no one picked up. There whole administration system sucks. I'm so glad I made the decision to transfer to a different Community college right away to complete my GE."", ""Parking is a bit wild, you'll always find parking at the back of the school. Use the maps posted in different areas of the school.  A good school that is to the point. Some hallways and exits lead to areas you didnt think, but everything is pretty accessible."", ""Today my daughter & I spoke to a few people regarding her starting on campus class.  Delores in the library,  Graciela in the EOPS office were super helpful.  There were a few others but I didn't catch their names.  I can't wait to see my daughter enjoy her college experience! Culinary here she comes!""]"
William Jessup University,"['We went to see the program Mary Poppins. Their cast did a fantastic job. The costumes were amazing. Such talented students!  We had a lot of fun!', 'Beautiful campus! Thank you for letting us hold our HotRF Nights community event there!', 'Beautiful campus. Attended my granddaughter’s cheerleading competition today.', 'Great university.  I love the way that is building the school and the security guys are awesome very nice people.  The cafeteria has the best breakfast and all the employees are so nice especially the manager GILL GREAT GUY. WE LOCE THE UNIVERSITY', 'Nice place. Went there for a cross country event']"
San Jose City College,"[""San José City College is a great starting point for anyone looking to explore new academic or career paths. I’ve visited the campus during transfer expos and community events, and the staff always seemed genuinely invested in helping students succeed. The Jaguar Market is a standout resource—offering free groceries and essentials—and the counseling team is approachable and knowledgeable. Class sizes are small, which makes it easier to connect with instructors and get personalized support.\n\nThe campus is clean and accessible, though the surrounding area can feel a bit sketchy at times—especially in the evenings. Still, the college does a good job of creating a safe and welcoming environment. There’s a strong sense of community here, especially during cultural events and student-led activities. Whether you're aiming to transfer to a four-year university or just want to build new skills, SJCC offers a supportive and flexible space to grow. Just be sure to stay proactive and take advantage of the many resources available."", 'Closing campus on 11/10/25 ""for"" Veteran\'s Day even though the holiday is on the 11th is a giant middle finger to the many Veterans who attend this school.', 'Beautiful junior college.  Was there for a basketball tournament. Great facilities!', 'Clean, quiet and modern. Staffs at admissions office are super friendly.', ""Ok, it's very hard for me to rate a school, especially one I have been to, mix ideas due to I did had a couple of great teachers while studying here,  administration is terrible no help from this people,  none student working programs only facades, the math teachers are the worst I've ever seen and the tutoring department is bad lacks a lot of coordination and not enough tutors. If you are not that good with math, don't go here,  You will fail, and to be honest, most Bay Area colleges are like that,  go outside, and you will succeed.  This college doesn't care about students' period. It's  just another business.""]"
San Jose State University,"['I got into this school as a freshman last semester and while I’d say I’ve enjoyed my time here so far, I’ve several different caveats that many people who may be wanting to attend this school should know about.\n\nThis university overall is a fantastic place if you’re going to be majoring in engineering or business because the campus literally works with different tech companies and you’d have a decent chance of landing a job or an internship at the very least before you even graduate.\n\nHowever, the downsides are that this school has a serious issue with safety because I’ve never felt any more anxious studying in the MLK library with a bunch of homeless people going into there to access the computers for free and with all the incidents that happened just last week. Be sure to carry a pepper spray if you can because the UPD sure takes a lot of time to respond.\n\nAlso you may have to spend time learning outside the classroom because some professors here are just god awful who don’t know or have the passion to teach their students despite having fancy degrees and extensive experience in their field. Have the decency to hire professors who have the passion and desire to actually teach their students SJSU!', ""It's okay for a place to study but if you don't know how to deal with crazy homeless people or not to stare then I wouldn't recommend it. Also always wash your hands regardless if it looks clean because 80% of the time it's not. Great spots to study on the 8th floor by the windows (if not taken already lol)"", ""Financial Aid office is a joke. I transferred in as a junior and only received $370 from my Cal Grant B and was told to just take out loans for financial support. I make less than 30,000 a year and I'm already in debt just trying to pay for simple things like car insurance, housing and food. If you're expecting to have financial support while taking classes here, you better lower those expectations. Not to mention the professors are awful teachers. The Python programming course is ridiculous. Only one professor for the students who are fulfilling the online degree program and he writes his instructions in an undecipherable code. I'm spending way too much money just to have to turn to YouTube tutorials."", 'A truly unhelpful school which does not care about the wellbeing of its students. Money is their only concern, as for example administration continues talks of implementing new and additional fees under the guise of improved services.\n\nThe classrooms are unclean and stale, many professors are terrible and cannot handle nor care about students, yet university administration refuses to take action. The campus is not very safe, and incidents are exceedingly common. College education is meant to be superior, but, at least here, it ends up being significantly worse than previous schooling.\n\nRemember, this is just another greedy institution; I am warning you against giving them your money.', 'The firing of a tenured professor for her pro-Palestinian activism represents a serious breach of academic freedom, fairness, and the core mission of a public university. Tenure exists to protect faculty from retaliation for holding or expressing controversial views, yet the university’s decision effectively punishes lawful political speech and sets a dangerous precedent for viewpoint-based censorship. Selectively applying conduct rules to silence certain political perspectives undermines trust, chills open inquiry, and restricts the diversity of ideas essential to higher education. Public universities have a responsibility to uphold free expression and foster an environment where faculty and students can engage with complex global issues without fear of reprisal; this action betrays that responsibility and damages the integrity of the institution']"
College of San Mateo,"['College of San Mateo delivers real education without pretending to be something it’s not. The instruction is practical, structured, and aimed at outcomes—transfer readiness, workforce skills, and actual competence. Faculty are focused on teaching, students are there to do the work, and progress is tangible. For the cost, the value is straightforward and honest.\n\nPut next to that, UC Davis comes across as academic theater. It leans heavily on reputation, slogans, and carefully staged impressions, but the return on investment often doesn’t justify the hype. Bureaucracy is massive, messaging is polished, and “excellence” is constantly advertised—yet outcomes frequently feel underwhelming.\n\nAt College of San Mateo, learning is grounded and functional. Expectations are clear, effort is rewarded, and results matter. At UC Davis, too much of the culture revolves around signaling, networking, and institutional performance rather than building durable skills or independent capability.\n\nCollege of San Mateo proves that education doesn’t need prestige branding or spectacle to work—it just needs focus, accountability, and commitment to students. UC Davis insists on the spectacle, often mistaking appearance for value. Side by side, it’s hard not to see which institution is actually delivering education and which one is busy staging it.', 'Another track and field event for the Bay Area, Senior Olympic’s in the books. Wonderful weather today with unlimited views of the Bay for the track bleachers.', 'This review is not on the academics or admissions of The College of San Mateo but the walkability of the campus. The College of San Mateo is a beautiful place to walk and exercise with lovely panoramic views. A great place to get exercise with hills, stairs, and flat areas to walk.', 'Jazz on the hill at College of San Mateo has always been a vibe and is the kick off to the summer music festival season.', 'There are some amazing high tech headquarters in Silicon Valley but most are off limits to the public. Apple in Cupertino. Google in Mountain View. Facebook in East Palo Alto. Amazon basically everywhere. But the cool thing about the College of San Mateo is that it is public land funded by local tax revenues that ordinary people can visit. No need to be Mark Zuckerberg or Elon Musk or Jeff Bezos or some other billionaire like the Google founders. It’s prime real estate for sure. The best land for miles around. But you can actually visit with your kids. Get in some steps on your iPhone Health app. Steve Jobs would have loved it. It’s as American as apple pie and as enduring as eternity.']"
Santa Barbara City College,"[""So far I am LOVING my time here.\nSo far all my professors & help staff have been utterly kind & approachable folks.\n\nI currently work in the lifescape gardens, which is a large garden space at the back of the campus overlooking the stadium. I love walking through the tropical section of the garden most of all! There are always so many lizards, rabbits, butterflies & hummingbirds around.\n\nI love being able to come to a great college with such a relaxing & friendly atmosphere. The views are great too!  There is just so much plant life & nature throughout the campus & it really helps to calm the nerves. I will say though, you WILL get your daily steps in trying to get to all your classes & the cafeteria. But hey, that's alright, keeps me healthy.\nMy only note is the cafeteria has great food, but it closes so early!\n\nI absolutely would recommend this college for anyone who wants a great scenic college experience."", ""I live there since I was 14 years old I miss going there I miss going to college I miss my friends I miss all the stuff that's been missing that I lost my yearbook my friends picture maybe someday I'll move back it's a beautiful place I miss my friends there I love the college there I miss it I wish one day I'll go back to live there"", 'I have had a great experience going here.  I am currently finishing up my first semester here (3rd semester of college) after moving up from La Jolla.  Three professors are great and the ocean view can’t be beat!', ""Really beautiful campus! Sending a special thanks to my academic counselor Katie as she helped plan how to get my degrees and suggested the amazing early childhood education classes I took to get those! If you want to take an amazing course- then children's literature is very memorable! I'll miss going to this campus! 📚"", ""First of all, the view is amazing. You can literally see the ocean in the campus. The professors are really enthusiastic and professional. Also, the school provides lots of helpful services for students, such as stress relief, job internships and etc. I really recommend taking Summer classes for quick credits and studying. Also, there is a free bike shop in the campus, where SBCC students can fix their bike for free. It's called BiCi Centro. They learn how to fix their bikes.""]"
Santa Clara University,"[""Santa Clara University\nA really nice campus. Beautiful buildings, well maintained and very clean. It has a historic feel with plenty of architectural buildings to appreciate. We didn’t go inside any of them just walked around campus. There is an old church that may be worth a look. You can walk-on campus but to visit the campus by car you have to get a visitor parking pass either by the entry or go to the security booth. The security were very nice and will give you a map of the campus.\n\nThe campus exudes a sense of affluence, and it's evident that there's wealth here. While walking around, we came accross a teacher's meeting were all the teachers were very well dressed. They looked more like professionals in corporate attire than your typical brainy educators. The neighborhood around the campus is well-maintained and felt safe. The campus atmosphere felt friendly but also a bit preppy. Despite that, the campus is definitely worth a visit, as it's beautiful."", 'Santa Clara University at 500 El Camino Real is widely regarded in the Silicon Valley community as an exceptional institution where a Jesuit-inspired moral compass perfectly aligns with the cutting-edge demands of the tech industry. From various discussions with neighbors and alumni, it is clear that the university’s reputation for cultivating ""men and women for others"" is more than just a motto; it is a lived reality reflected in the high ethical standards and leadership skills of its graduates. Friends whose children have attended often praise the stunning, mission-style campus as a serene backdrop for an education that offers unparalleled access to industry-leading internships and professional networks. In professional circles, the consensus is that SCU consistently produces well-rounded individuals who possess both the technical prowess and the critical thinking necessary to navigate today’s complex global landscape. It is truly heartening to hear so many firsthand accounts of how this university empowers its students to integrate professional success with a genuine commitment to social responsibility and community service.', 'Santa Clara University (SCU) is a respected private Jesuit university located in the heart of Silicon Valley, known for its blend of strong academics, ethical leadership, and community engagement. Programs span arts and sciences, business, and engineering, and the university emphasizes critical thinking, social justice, and real‑world learning—encouraging students to explore internships and research opportunities right in one of the world’s most innovative regions. The board of director recently signed an agreement with ODosta Store to serve Microsoft and Partner Network Software license to their Students at the discount price.', 'Santa Clara University is an exceptional place to learn and grow. The campus is beautiful and welcoming. Professors are knowledgeable, supportive, and genuinely invested in student success.', 'Gorgeous campus, I come walking here every day. Gardens and flower beds are immaculate. Love it. There’s bathrooms by the parking lot on Lafayette as well as next to the science building. They’ve been mostly locked over Covid and distance learning. Security guards on campus are usually patrolling around, it’s well lit with emergency phones. Don’t use the vending machine by the science building, it’s been faulty for years lol. There’s a Safeway close by but you can’t bring a picnic and linger if you’re not a student. You can walk around and use the benches etc and take photos. If you use a professional photographer they’ll ask for a permit. The art museum is free and worth a visit. It’s been closed with Covid though.']"
Santa Monica College,"['I was really impressed with Santa Monica College. The campus has a lot of modern, updated buildings, and you can tell they’re still investing heavily in improvements—there are quite a few construction areas where older buildings are being replaced with new, modern facilities, which I think is a great move for the school’s future.\n\nThe facilities overall are excellent, and one thing I especially appreciated is the free underground parking, which makes commuting so much easier. The campus feels clean, organized, and well-designed, and it shows that SMC is constantly upgrading to give students a better environment.\n\nOverall, it’s a very solid campus with great facilities and a forward-thinking approach to development.', 'I entered UC Davis expecting a serious academic environment—one built on rigor, collaboration, and mentorship. What I found instead was an institution propped up by reputation more than results. The culture felt crowded with ego, politics, and surface-level ambition. Collaboration was talked about constantly but rarely practiced. Too often, success seemed tied to appearances, social positioning, and knowing the right people rather than actual competence or effort.\n\nWhat stood out was the gap between confidence and capability. Many students carried an inflated sense of intelligence simply because of the UC label, yet showed little depth or curiosity when challenged. Independent thinkers or genuinely strong students were frequently dismissed, sidelined, or treated harshly for not fitting into the dominant academic culture. There was very little awareness of personal limits, and questioning the system—or outperforming it quietly—was not welcomed.\n\nThe lack of meaningful support only reinforced this. Advisors were stretched thin, professors were often inaccessible, and career guidance felt disconnected from real-world outcomes. For an institution that costs so much and markets itself as elite, the results were underwhelming—especially when many graduates end up earning about the same as an Uber driver.\n\nSanta Monica College, by contrast, was grounded, disciplined, and results-oriented. Despite being a community college, it consistently sends a large number of well-prepared students to UC campuses, including UC Davis. At SMC, the focus was on mastery and momentum, not branding. Classes were demanding in the right ways, professors were engaged, and students were expected to actually learn—not just signal achievement.\n\nAdvising at SMC was intentional and personal. Counselors helped students build concrete transfer plans and career pathways, not vague narratives about prestige. The environment rewarded focus, work ethic, and clarity of goals rather than ego or academic theater.\n\nWhen you compare outcomes instead of logos, Santa Monica College delivered far more value than UC Davis. It respected students’ time, intelligence, and finances while quietly producing students who were better prepared and more resilient.\n\nIf I had to do it again, I’d choose Santa Monica College without hesitation. It offered structure, accountability, and a real return on investment—things UC Davis promised loudly but failed to deliver consistently.', ""i love my school.\nI have been in and out of classes for about 2 years on and off.\nThe teachers are amazing! The professors are some of the most amazing people i have met.\n\nMy ONLY complaint is the counselors and Black Collegians/ Latino programs. Black collegians being the WORST experience.\nThe program is ran by Sherri Bradford whom ive dealt with for YEARS on a personal and academic level.\n\nI believe Sherri is overwhelmed and isn't good at coaching, training or teaching her staff. So us students suffer because of it. I have had to deal with such poor behavior behind her staff. Bad attitudes, lack of knowledge, tardiness, lack of accountability, compassion, and empathy, discouraging behavior and tones, you name it. And i have also had to I match it, because i too am an adult with feelings and opinions.\n\nI have had countless interactions with the Black Collegians programs and everything about it is unorganized. None of the staff are really invested in students success, if they were...they wouldn't make succeeding so difficult. In office- its unorganized. Ive had 2 appointments scheduled by students on the wrong dates, (So that means they're not being trained properly)\n\nI don't think i have EVER had a counselor show up ON TIME for a ZOOM meeting. Ive had more success seeing a regular counselor. The latino and Black Collegians programs are very rushed and unorganized. I still cannot see the benefit of said programs.\n\nOther than that.\nThe school is beautiful, Amazing, and theres ample opportunity to dream big."", ""Please, don't fall for the advertising that this is the best college in LA. The staff are incompetent, they don't know what they're doing, there are no professional development trainings, and they treat students like garbage, just trying to get rid of them and their problems as quickly as possible. It took me about 8 months for them to simply confirm my residency, and I had to drop 2 classes because of it.  The financial aid office is just as bad – I dropped two more classes because of their internal communication problems between offices. Choose SMC only if you want to study at the WORST college!"", 'If you are an INTERNATIONAL STUDENT or A LEGAL IMMIGRANT, do not attend the Film Production program at Santa Monica College!!!\n\nFrom the head of the program to the only career counselor assigned to this pathway lack the necessary qualifications for their positions and have engaged in behavior that is manipulative and unprofessional.\n\nI was repeatedly discouraged, dismissed, and given wrong information. At no point did I feel supported. It became clear very quickly that the program’s guidance, opportunities, and advocacy are effectively reserved for U.S. citizens at every stage, including class projects!\n\nDespite being a legal resident with work authorization, I was treated as a problem rather than a student. There is no meaningful guidance toward realistic employment outcomes for non–U.S. citizens.\n\nThroughout the program, my experience was not just frustrating, it was demoralizing. INTERNATIONAL STUDENTS deserve to know that they may be paying for a program that is not designed to support them at all.\n\nI strongly recommend international students to choose better school!']"
Santa Rosa Junior College,"[""At what point is a community college bad? Most people who attend their local community college dont have the perspective to judge the quality of the education that theyre receiving. Every community college in every town is fantastic, except theyre not. Most communities colleges are job placements for sub-par professors. Its fair to ask: what else can a 200 pound balding man with a degree in social studies do for a living? Or what else can a 38 year old women with two degrees in english do? Unfortunately no mater how intelligent or personable they both may be they just aren't marketable outside of the university system.\nNationwide less than 4% of the people who attend community college graduate. This is a result of making the people that these schools are intended for feel unwelcome in a effort to improve metrics with hopes of improving the prestige of the mediocre careers that the previously mentioned professors found themselves in. Thats why 99% of the graduates are from agriculture, nursing and culinary programs."", ""It's intentionally difficult to reach staff there, which is hard on remote students. Also difficult to understand people who finally answer the phone. My experience has been that students know a lot more than those in positions who are supposed to advise students. Far more difficult to navigate SR than any of the other cc schools I've gone to."", 'Pretty nice for a community college. Very open, friendly and pretty little campus. It could be signed better for visitors. The bookstore folks were not helpful but the cafeteria was very organized and polite.', ""It's got a pretty bad solicitor issue. Every other week just walking to class it seems like somebody is trying to shake me down for upwards of 100 dollars. I dread trying to traverse the campus for this reason, and I really wish the college would do something about it. Otherwise, the classes themselves are fine. Do your research on a professor before you enroll for their class and you'll do alright. Parking is a nightmare, so unless you live on campus get ready to walk a lot."", ""Great college. Next time I'll take pictures 📸""]"
Scripps College,"[""Brief visit to my wife's alma mater. Review is for the campus beauty. It's beautiful! Nice to just walk the grounds if you're in the area."", 'I enjoy the campus tour visit.', 'One of the most beautiful campus around.', 'Wonderful liberal arts education with a fabulous community of professors and students. This campus of schools is unique to the west coast. I know the administration of any institution is a huge task and will always be fraught with problems. But they have helped us with every hurdle to make this a successful 4 years! So very grateful.', ""What's not to like about this school. One of the most beautiful campuses. Small college setting with ability to take classes in any of the Claremont schools. Very welcoming. Highly recommend""]"
College of the Sequoias,"['Very nice football stadium.  Very reasonable admission for seniors and concession prices too.\nFootball team is very good.  Only downside is the glare from the October afternoon sun. If night games are not possible,  a mid afternoon start time would be more comfortable, and maybe the sideline pop-ups that obscure the view from the stands, would be better.', 'This is a fantastic community college with a truly supportive environment. The staff are caring, and the teachers are kind and genuinely invested in your success. I graduated with honors, as did two of my siblings over the years. We’re all grateful for the foundation this school provided us.', ""cops here are unnecessarily RUDE absolutely no reason for the attitude. Tells me a lot about what kind of people they are.  They are confrontational and hostile. But if you go to them with actual concerns like being accosted by homeless people they tell you that not a problem (: good times. Harassing and accosting the people who actually have a right to be there and are doing the best they can but ignoring the actual problem, sounds like they're ready to join VPD."", ""I like COS. The only problem it is facing is a darkness that looms over the. It is like being in different worlds all at the same time, which I like. Their tjearltre department Jason always been top notch, a little local Broadway.\nI don't like how I had to do everything digital. There was never one place for all my info I needed in the beginning."", 'The campus is impressive, and parking is a breeze, allowing me to easily access everything I need.']"
Shasta Bible College and Graduate School,"['Friendly staff and pleasant environment.', ""Amazing place to learn God 's word and serve Jesus /Yeshua""]"
Shasta College,"[""Great place to advance one's education and training. I'm currently here for a 2 day seminar. I highly recommend Shasta College"", 'Very supportive staff that go more than out of their way to help students succeed! A beautiful campus that currently upgraded its library to a very comfortable space for students to be in. Public study and Private study rooms for booking. Up to date technology & a Starbucks cafe! Very relaxed and inviting atmosphere with endless student resources. A great place to be further educated!', ""Campus maps are in all the buildings and in the main office. The teachers and students are really nice. Overall a wonderful place to learn. Plus there's a gorgeous library and a starbucks 😁"", 'Poor accountability and doesnt actually review transcripts in the timeframe they suggest on their webpage. Retaliates against students for making concerning complaints. Would not recommend this school at all.', ""Great school, great teachers. I was a miscreant as a teenager and very much opposed the institution of education, but Shasta, their staff, and their teachers, have helped me fall in love with being a student over the two years I've been attending and completing prerequisites for the dental hygiene program. I wish I could get paid to be a student forever. Keep it up Shasta! Also the library is coming along beautifully and I love all the new landscaping upgrades that have recently been implemented. The on-campus Starbucks and the online ordering for said Starbucks, as well as online ordering of yummy cafeteria food is a huge bonus, too. The leaening resources and attitudes of all, make Shasta extremely conducive to learning. I believe this place runs like a well-oiled machine, and is a beautiful and stimulating environment!""]"
Sierra College,"[""I enjoy studying at this community college a lot. I like the wide selection of classes for it that often meet my interests and expectations for my future jobs and finances. Also, I'm lucky to have been on campus for the school's 90th anniversary. Yeah seriously, the school is that old! Happy 90th Anniversary Sierra College!"", 'My first time on campus for Earth Day Festival today.\n1 🌟 for friendly and serious people , ""happy to be here"" students\n1 🌟 for a lots of green spaces, a pond, trees.\n1 🌟 for plenty of parking options for students,  guests, staff members. The multi floor parking garage is impressive, parking ticket machine to purchase ticket is available .\n1 🌟 for the multiple choices of food in the cafeteria.  Example: open ""salat bar"" (open sliced eggs is a risk for samunella) ,  ""the grill"" for different fries and burgers. ""PASTA"" ... and ""Mexican food"" burritos, tacos etc.\n""Sushi"" the chef was preparing fresh sushi rolls (and I bought them! Very delicious!) Plenty of beverage choices available! Prices should be lower for students!\nThe Cashier managed the line of hungry students with 2 scanners great  multi tasking for her! She gave me a bag for my food!\nI saw 2 or 3 microwaves for students , they can warm up they own food.. plus for coffee lovers: Starbucks!\nOne and only contra: the buildings are kind of old, they all look almost the same.  When asked a student or adult they could gave me a clear direction where I wanted to go. They said straight, left ,right  etc. But when it comes to name a building.. that was missing. Usually with different colors of roof or doors or anything different from each other with bigger signs would be awesome and better!  Not just for outside people but also it can help new students or ESL Students.\nI liked to see the Aquatics and Tennis courts.  There was a lot of constructions going on on multiple areas . It\'s still manageable to drive through and also a good sign that this College is growing.\nI can\'t say to much about the education programs in detail, but what I saw , that it is acceptable average.', 'Constantly have issue with admissions. Despite being a student off and on over 15 years, you have to re-enroll anytime there’s a break in attendance. This triggers a “mandatory” 4 hour counseling session to discuss career objectives. I have a career! All I need is some continuing education classes! And the counseling department is of zero help. In my last interaction, I asked to speak with a someone else and was told everyone was busy, then she hung up on me.', ""The classes and professors are hit or miss, you often have to feel it out the first two weeks and pray you withdraw or stay in time. It's overcrowded and often you can't get the classes you need in time because you're not high enough priority. Main issue being the administration. As a student who has graduated, and been accepted into my transfer school, they haven't sent my transcript despite being petitioned while I was enrolled there. It's aggravating because I now have to wait another semester to get into my degree, due to their negligence/oversight. It's disappointing yet unsurprising. It's difficult to communicate with the admin or counselors."", ""I've heard so many wonderful things about Sierra through my friends...however, their online courses are horrible. If you want to attend Sierra online, don't do it!! Staff communication isn't very good, and the professors have a difficult time communicating with students, and you'll find yourself having issues with aggressive professors. I would recommend going to Sierra in-person instead of online. Such a shame!""]"
Simpson University,"[""Went here 15 years ago and studied English. I loved my life at Simpson, the English Department (gone now except for one professor) and the spiritual growth as well as the community and was happy to drive my sister down to attend 15 years later. The campus is showing age in some areas. The dorms needed to be repainted in the actual rooms and outside, the walls were beat up, but the feel is the same. Everyone is friendly, it feels safe, the classrooms appear well kept, the grounds are beautiful.\n\nI do wish my department remained. Honestly, I wouldn't have gone there if they hadn't had English 15 years ago. Probably would have went to Master's instead. I'm glad they had it back then and I got a quality, well rounded education with multiple view points in Literary Theory, which I haven't seen in my friends that were English majors from public colleges and universities."", 'A joke of a private school that charges the tuition of an Ivy League school while holding the rank of #177 in their category. When you pay your professors $26 an hour, you get crappy professors. What happened to ""Do not bind the mouths of the kine that tread out the grain""?', '1st. It is mandatory that you live on campus unless you’re over 24 years old, or are married. Get ready to spend $10,000 on that. Every semester.\n2nd. Have an issue with your dorm life/situation? Too bad! You’ll just have to get over it :) I didn’t have a light in my bathroom for 2 weeks! (And maintenance filed that the light was fixed)\n3rd. Do you have any possible questions about the financial aspects of the institution? Good thing no one on campus will answer them! In fact there is a student that answers the phones and I am nearly positive that they tell her her job is to inform the caller that no one is available. They are known to wrongfully up charge students, and even charge them for housing when they live off campus. The money is taken from your loans immediately but have fun trying to get it back!', 'Nice campus! Great wrestling', 'W school, my favorite part is the cafe']"
College of the Siskiyous,"[""COS Choir and jazz summer camp is incredibly beneficial for kids. It builds friendships, improves musical abilities, encourages confidence, teamwork, and fun, creative way to express themselves. I'm so grateful for this program!👏🏻👏🏻👏🏻"", 'My  youngest son graduated\nFriday.   COS is the most beautiful campus 😍', 'The faculty at this college is top notch. I am having the time of my life studying here. I highly recommend College of the Siskiyous.', 'Beautiful campus & very nice staff! Go Eagles!', ""Seems good. I'm taking a night time welding class. Hopefully there will not be any cancellation of classes for any reason. (Cough cough covid)""]"
Skyline College,"[""Perched in San Bruno, Skyline College offers a scenic campus with strong academic programs and a welcoming atmosphere. The facilities are modern and well-equipped, with dedicated spaces for tutoring, career services, and student life. Staff are approachable and responsive, making it easy to get support whether you're a new student or preparing to transfer. The college emphasizes equity and inclusion, with programs tailored to diverse learning needs.\n\nTransfer pathways to CSU and UC schools are clearly outlined, and the campus hosts regular workshops to help students stay on track. The surrounding views of the Bay Area add to the appeal, and the community vibe makes it easy to connect with peers and faculty. Whether you're attending a class, joining a club, or meeting with an advisor, Skyline feels organized and student-centered"", 'I do not recommend attending classes here. I graduated from a 4 year college on time and with no issues, but when I tried to take a few courses here it was non-stop registration issues. I registered for 3 courses and immediately paid the $695 fees so I wouldn’t get dropped but a few hours after paying that $695, a $17 fee was added on and I had no idea. Because I didn’t know about the $17 and therefore didn’t pay it, I was dropped from all the courses and only found out because I had a meeting with my counselor and he couldn’t see any of my classes. I tried to talk to multiple people for help on the situation and everyone but my counselor was absolutely no help and told me to get on the waitlists. After getting on the waitlists (waitlisted #4, #22, and #24) for classes that I was previously enrolled in, I was removed from all the waitlists with no email or any notice. The professors sent emails saying to show up the first day but I was removed from the waitlists before any of the classes even started. No one has been any help. This was the worst experience ever. 0/10 do not give your money to this school. Skyline college still has my $695.', 'I’m leaving this review to help future transfer students avoid the confusion I experienced.\n\nI proactively asked a counselor before enrolling whether a Computer Science course would count toward my UC transfer goals. Articulation was confirmed, but I was not informed that the course would not count toward financial-aid-approved units unless added to my SEP.\n\nThat distinction was never explained, and it later caused serious issues with my financial aid status. Counseling and financial aid appear to operate in separate lanes, and students are left to discover critical details after the fact.\n\nMy advice to future students: get written confirmation from both Counseling and Financial Aid before enrolling in any course that is not explicitly required for your major.\n\nThe school may work for some, but for transfer-focused CS students who rely on financial aid, the lack of coordination and clarity made this a frustrating experience.', ""The track is open for public use if you're willing to brave the chilly February winds!  Also, Parking Lot P has a COVID Clinic on site if anyone needs testing for travel and the like..."", 'Let me tell you how I do love this college. It’s incredible!!! Last semester, I still believed that Skyline was a quite quiet college because students and staffs  might be affected by the foggy and cold weather all the time. I wanted an active college where has very energetic generations of students. Since that ideas had popped up in my mind, I chose CSM for my first semester even though it takes me 20-30 minutes to get there while I drive to Skyline in 5 minutes. But in Spring 2020 semester, I wanted to try it out. I signed up 2 classes. First day at school, I have a lot of confusions about facilities and the system, but from students to staffs, all of them were super nice and friendly to help me out. I could grab whoever I met on my path, and they showed me very detailed information. My professors are awesome, too. Very kind and passionate. Overall, people here are not low energy like I thought before.']"
